head_gyro,head_magneto,head_odometry,head_vision
0.166157760587939,-0.00900000000000034,-0.754024390243902,0
0.175325085310032,0.126000000000005,-0.722743902439024,0
0.182200578851602,0.126000000000005,-0.684878048780488,0.0959730000000003
0.189076072393172,0.126000000000005,-0.651951219512195,0
0.19480565034448,-0.167999999999992,-0.625609756097561,0
0.199389312705527,-0.167999999999992,-0.600914634146341,-0.0906579999999999
0.203972975066573,-0.167999999999992,-0.586097560975609,-0.0906579999999999
0.207410721837358,0.0190000000000055,-0.58280487804878,-0.0906579999999999
0.209702553017881,0.0190000000000055,-0.58280487804878,-0.0906579999999999
0.211994384198405,0.0190000000000055,-0.579512195121951,0
0.213140299788666,0.170000000000002,-0.564695121951219,-0.0906579999999999
0.213140299788666,0.170000000000002,-0.54,-0.0906579999999999
0.213140299788666,0.170000000000002,-0.513658536585366,1.493154
0.213140299788666,0.0300000000000011,-0.488963414634146,1.628605
0.213140299788666,0.0300000000000011,-0.474146341463414,1.493154
0.213140299788666,0.0300000000000011,-0.470853658536585,1.628605
0.211994384198405,-0.183999999999997,-0.470853658536585,1.493154
0.209702553017881,-0.183999999999997,-0.470853658536585,1.493154
0.207410721837358,-0.183999999999997,-0.470853658536585,-0.0906579999999999
0.205118890656835,0,-0.470853658536585,-0.0906579999999999
0.202827059476312,0,-0.470853658536585,0
0.200535228295788,0,-0.470853658536585,-0.0906579999999999
0.19480565034448,-0.140000000000001,-0.470853658536585,0
0.185638325622387,-0.140000000000001,-0.474146341463414,-0.0906579999999999
0.176471000900294,-0.140000000000001,-0.488963414634146,-0.0906579999999999
0.168449591768462,0.25,-0.510365853658536,1.493154
0.161574098226892,0.25,-0.521890243902439,-0.0906579999999999
0.154698604685322,0.25,-0.523536585365853,1.628605
0.148969026734014,-0.435999999999993,-0.523536585365853,1.493154
0.144385364372968,-0.435999999999993,-0.523536585365853,1.628605
0.139801702011921,-0.435999999999993,-0.520243902439024,1.493154
0.136363955241136,-0.329999999999998,-0.505426829268292,1.493154
0.134072124060613,-0.329999999999998,-0.480731707317073,0
0.13178029288009,-0.329999999999998,-0.454390243902439,1.493154
0.126050714928781,-0.0229999999999961,-0.429695121951219,1.493154
0.116883390206688,-0.0229999999999961,-0.414878048780488,-0.0906579999999999
0.107716065484595,-0.0229999999999961,-0.411585365853658,-0.0906579999999999
0.0974028251722401,-0.0869999999999891,-0.411585365853658,-0.0906579999999999
0.0859436692696237,-0.0869999999999891,-0.411585365853658,-0.0906579999999999
0.0744845133670072,-0.0869999999999891,-0.411585365853658,0
0.065317188644914,-0.281999999999996,-0.408292682926829,-0.0906579999999999
0.0584416951033441,-0.281999999999996,-0.385243902439024,0
0.0515662015617743,-0.281999999999996,-0.339146341463414,-0.0906579999999999
0.0412529612494194,-0.566000000000003,-0.289756097560975,-0.0906579999999999
0.0275019741662797,-0.566000000000003,-0.251890243902439,-0.0906579999999999
0.0137509870831399,-0.566000000000003,-0.22390243902439,-0.0906579999999999
0.00114591559026181,-0.705999999999989,-0.204146341463414,-0.0906579999999999
-0.0103132403123547,-0.705999999999989,-0.197560975609756,-0.0906579999999999
-0.0217723962149711,-0.705999999999989,-0.195914634146341,0
-0.0309397209370643,-0.564999999999998,-0.184390243902439,-0.0906579999999999
-0.0378152144786342,-0.564999999999998,-0.161341463414634,-0.0906579999999999
-0.0446907080202041,-0.564999999999998,-0.135,-1.633911
-0.0538580327422972,-0.378999999999991,-0.108658536585366,-0.0906579999999999
-0.0653171886449137,-0.378999999999991,-0.08890243902439,0
-0.0767763445475302,-0.378999999999991,-0.0823170731707314,-0.17643
-0.0928191628111932,-0.867999999999995,-0.0823170731707314,-0.0906579999999999
-0.113445643435903,-0.867999999999995,-0.0905487804878046,-0.17643
-0.134072124060612,-0.867999999999995,-0.111951219512195,-0.17643
-0.15355268909506,-1.038,-0.135,-0.0906579999999999
-0.171887338539247,-1.038,-0.151463414634146,-0.17643
-0.190221987983433,-1.038,-0.171219512195122,-0.0906579999999999
-0.206264806247096,-0.623999999999995,-0.190975609756097,-0.17643
-0.220015793330236,-0.623999999999995,-0.197560975609756,-0.0906579999999999
-0.233766780413376,-0.623999999999995,-0.197560975609756,-0.17643
-0.248663683086777,-0.688000000000002,-0.19920731707317,-0.0906579999999999
-0.26470650135044,-0.688000000000002,-0.200853658536585,0
-0.280749319614103,-0.688000000000002,-0.200853658536585,-0.0906579999999999
-0.295646222287505,-0.902000000000001,-0.207439024390244,0
-0.309397209370644,-0.902000000000001,-0.227195121951219,0
-0.323148196453784,-0.902000000000001,-0.253536585365853,-0.0906579999999999
-0.335753267946662,-1.42099999999999,-0.279878048780487,-1.633911
-0.347212423849279,-1.42099999999999,-0.306219512195122,-0.0906579999999999
-0.358671579751895,-1.42099999999999,-0.332560975609756,0
-0.371276651244773,-1.261,-0.35890243902439,-0.0906579999999999
-0.385027638327913,-1.261,-0.385243902439024,-0.0906579999999999
-0.398778625411053,-1.261,-0.411585365853658,0
-0.411383696903931,-1.074,-0.437926829268293,-1.679348
-0.422842852806547,-1.074,-0.464268292682927,-1.633911
-0.434302008709164,-1.074,-0.495548780487805,-0.0906579999999999
-0.448052995792304,-1.533,-0.54,0
-0.464095814055967,-1.533,-0.592682926829268,-0.0906579999999999
-0.48013863231963,-1.533,-0.645365853658536,0
-0.490451872631985,-2.10799999999999,-0.69640243902439,-0.0906579999999999
-0.495035534993031,-2.10799999999999,-0.737560975609756,0
-0.497327366173554,-1.669,-0.762256097560975,-0.0906579999999999
-0.497327366173554,-1.669,-0.770487804878049,0
-0.497327366173554,-1.669,-0.767195121951219,-0.0906579999999999
-0.495035534993031,-1.45399999999999,-0.752378048780488,1.628605
-0.490451872631985,-1.45399999999999,-0.734268292682927,-0.17643
-0.485868210270938,-1.45399999999999,-0.724390243902439,-0.17643
-0.478992716729368,-1.57599999999999,-0.709573170731707,-0.0906579999999999
-0.469825392007275,-1.57599999999999,-0.684878048780488,-0.17643
-0.460658067285182,-1.57599999999999,-0.658536585365854,-1.679348
-0.45263665815335,-1.80199999999999,-0.633841463414634,1.493154
-0.44576116461178,-1.80199999999999,-0.627256097560976,-0.0906579999999999
-0.43888567107021,-1.80199999999999,-0.645365853658536,-0.0906579999999999
-0.429718346348117,-2.015,-0.671707317073171,-0.0906579999999999
-0.418259190445501,-2.015,-0.69640243902439,-0.0906579999999999
-0.406800034542884,-2.015,-0.712865853658536,-0.17643
-0.395340878640268,-1.83,-0.71780487804878,-0.0906579999999999
-0.383881722737651,-1.83,-0.71780487804878,-0.17643
-0.372422566835035,-1.83,-0.71780487804878,-0.0906579999999999
-0.358671579751895,-1.60299999999999,-0.71780487804878,-0.17643
-0.342628761488232,-1.60299999999999,-0.71780487804878,-0.0906579999999999
-0.326585943224569,-1.60299999999999,-0.71780487804878,-0.0906579999999999
-0.309397209370644,-1.654,-0.716158536585366,-0.0906579999999999
-0.291062559926458,-1.654,-0.704634146341463,-0.0906579999999999
-0.272727910482272,-1.654,-0.681585365853658,-0.0906579999999999
-0.256685092218609,-1.87899999999999,-0.655243902439024,-0.0906579999999999
-0.242934105135469,-1.87899999999999,-0.62890243902439,-0.0906579999999999
-0.229183118052329,-1.87899999999999,-0.610792682926829,-0.0906579999999999
-0.217723962149713,-1.553,-0.605853658536585,-0.0906579999999999
-0.208556637427619,-1.553,-0.605853658536585,-0.0906579999999999
-0.199389312705526,-1.553,-0.612439024390244,-0.17643
-0.191367903573695,-1.58499999999999,-0.625609756097561,-0.0906579999999999
-0.184492410032125,-1.58499999999999,-0.63219512195122,-0.17643
-0.177616916490555,-1.58499999999999,-0.638780487804878,0
-0.169595507358723,-1.92999999999999,-0.658536585365854,0
-0.16042818263663,-1.92999999999999,-0.684878048780488,-0.0906579999999999
-0.151260857914537,-1.92999999999999,-0.706280487804878,-0.17643
-0.139801702011921,-1.97399999999999,-0.714512195121951,-0.0906579999999999
-0.126050714928781,-1.97399999999999,-0.714512195121951,-0.0906579999999999
-0.112299727845641,-1.97399999999999,-0.709573170731707,-0.0906579999999999
-0.0962569095819781,-1.762,-0.691463414634146,-0.0906579999999999
-0.0779222601377917,-1.762,-0.668414634146342,-0.17643
-0.0595876106936054,-1.762,-0.656890243902439,-0.0906579999999999
-0.041252961249419,-1.476,-0.655243902439025,-0.17643
-0.0229183118052327,-1.476,-0.655243902439025,-0.0906579999999999
-0.00458366236104634,-1.476,-0.656890243902439,-0.0906579999999999
0.0114591559026167,-1.289,-0.666768292682927,-0.0906579999999999
0.0252101429857565,-1.289,-0.678292682926829,-0.0906579999999999
0.0389611300688962,-1.289,-0.681585365853659,-0.17643
0.052712117152036,-1.87599999999999,-0.681585365853659,-0.0906579999999999
0.0664631042351757,-1.87599999999999,-0.681585365853659,-0.17643
0.0802140913183155,-1.87599999999999,-0.676646341463415,-0.0906579999999999
0.0962569095819786,-1.53,-0.651951219512195,-0.17643
0.114591559026165,-1.53,-0.615731707317073,-0.0906579999999999
0.132926208470351,-1.53,-0.579512195121951,-0.0906579999999999
0.150114942324276,-1.72,-0.533414634146341,-0.0906579999999999
0.166157760587939,-1.72,-0.488963414634146,-0.0906579999999999
0.182200578851602,-1.72,-0.457682926829268,1.2435
0.199389312705527,-1.746,-0.436280487804878,-0.17643
0.217723962149713,-1.746,-0.418170731707317,-0.17643
0.236058611593899,-1.746,-0.386890243902439,-0.17643
0.255539176628347,-1.49299999999999,-0.339146341463415,-0.17643
0.276165657253057,-1.49299999999999,-0.286463414634146,-0.2577
0.296792137877767,-1.49299999999999,-0.235426829268293,-0.17643
0.315126787321953,-1.816,-0.194268292682927,-0.17643
0.331169605585616,-1.816,-0.172865853658537,-0.17643
0.347212423849279,-1.816,-0.167926829268293,-0.0906579999999999
0.360963410932419,-1.85599999999999,-0.167926829268293,-0.0906579999999999
0.372422566835035,-1.85599999999999,-0.182743902439025,-0.0906579999999999
0.383881722737652,-1.85599999999999,-0.218963414634146,-0.0906579999999999
0.390757216279222,-1.59699999999999,-0.255182926829268,-0.0906579999999999
0.393049047459745,-1.59699999999999,-0.29140243902439,-0.0906579999999999
0.395340878640268,-1.59699999999999,-0.329268292682927,1.493154
0.394194963050007,-2.02799999999999,-0.35890243902439,-0.0906579999999999
0.38961130068896,-2.02799999999999,-0.385243902439025,-0.0906579999999999
0.385027638327913,-2.02799999999999,-0.403353658536586,-0.0906579999999999
0.377006229196082,-2.17,-0.408292682926829,-0.0906579999999999
0.365547073293465,-2.17,-0.408292682926829,-0.0906579999999999
0.354087917390849,-2.17,-0.408292682926829,-0.0906579999999999
0.341482845897971,-2.277,-0.411585365853659,-0.0906579999999999
0.327731858814831,-2.277,-0.42640243902439,-0.17643
0.313980871731691,-2.277,-0.442865853658537,-0.2577
0.300229884648552,-2.08999999999999,-0.45109756097561,-0.17643
0.286478897565412,-2.08999999999999,-0.456036585365854,-0.17643
0.272727910482272,-2.08999999999999,-0.454390243902439,-0.17643
0.257831007808871,-2.25399999999999,-0.439573170731707,-0.17643
0.241788189545208,-2.25399999999999,-0.414878048780488,-0.17643
0.224599455691283,-2.17399999999999,-0.388536585365854,-0.17643
0.206264806247097,-2.17399999999999,-0.36219512195122,-0.17643
0.18793015680291,-2.17399999999999,-0.335853658536585,-0.17643
0.173033254129509,-2.43599999999999,-0.309512195121951,-0.17643
0.161574098226892,-2.43599999999999,-0.283170731707317,-0.17643
0.150114942324276,-2.43599999999999,-0.253536585365854,-0.17643
0.144385364372968,-2.235,-0.212378048780488,-0.17643
0.144385364372968,-2.235,-0.161341463414634,-0.0906579999999999
0.144385364372968,-2.235,-0.108658536585366,0
0.144385364372968,-1.964,-0.0559756097560977,-0.17643
0.144385364372968,-1.964,-0.00329268292682938,-0.0906579999999999
0.144385364372968,-1.964,0.0395121951219511,-0.17643
0.144385364372968,-2.511,0.0559756097560974,1.493154
0.144385364372968,-2.511,0.0559756097560974,1.364975
0.144385364372968,-2.511,0.0559756097560974,1.493154
0.145531279963229,-2.928,0.0642073170731706,1.493154
0.147823111143753,-2.928,0.0856097560975608,1.364975
0.150114942324276,-2.928,0.111951219512195,1.493154
0.150114942324276,-2.61799999999999,0.130060975609756,1.364975
0.147823111143753,-2.61799999999999,0.141585365853658,-0.0906579999999999
0.145531279963229,-2.61799999999999,0.154756097560975,-0.17643
0.138655786421659,-2.401,0.161341463414634,-0.0906579999999999
0.127196630519043,-2.401,0.159695121951219,-0.17643
0.115737474616427,-2.401,0.148170731707317,-0.17643
0.105424234304072,-2.86199999999999,0.125121951219512,-0.0906579999999999
0.0962569095819785,-2.86199999999999,0.100426829268293,-0.2577
0.0870895848598854,-2.86199999999999,0.0856097560975608,-0.17643
0.0756304289572689,-3.10299999999999,0.0790243902439023,-0.2577
0.0618794418741291,-3.10299999999999,0.0642073170731706,-0.2577
0.0481284547909894,-3.10299999999999,0.0395121951219511,-0.2577
0.033231552117588,-2.81,0.013170731707317,-0.17643
0.0171887338539249,-2.81,-0.0131707317073172,-0.0906579999999999
0.00114591559026186,-2.81,-0.0395121951219513,-0.17643
-0.0171887338539245,-2.795,-0.0658536585365855,-0.0906579999999999
-0.0378152144786341,-2.795,-0.0921951219512196,-1.72233
-0.0584416951033438,-2.795,-0.125121951219512,-0.0906579999999999
-0.0790681757280534,-3.348,-0.171219512195122,1.364975
-0.099694656352763,-3.348,-0.22390243902439,-0.17643
-0.120321136977473,-3.348,-0.276585365853659,-0.0906579999999999
-0.139801702011921,-3.446,-0.325975609756098,-0.17643
-0.158136351456107,-3.446,-0.363841463414634,-0.0906579999999999
-0.176471000900293,-3.446,-0.391829268292683,-1.763052
-0.193659734754218,-3.557,-0.424756097560976,-0.17643
-0.209702553017881,-3.557,-0.462621951219512,-1.72233
-0.225745371281544,-3.557,-0.49390243902439,-0.2577
-0.241788189545207,-3.70299999999999,-0.520243902439024,-0.17643
-0.25783100780887,-3.70299999999999,-0.554817073170732,-0.2577
-0.273873826072533,-3.70299999999999,-0.602560975609756,-0.17643
-0.289916644336196,-3.512,-0.65359756097561,-0.2577
-0.305959462599859,-3.512,-0.69969512195122,-0.17643
-0.322002280863522,-3.512,-0.7425,-0.2577
-0.333461436766139,-4.122,-0.773780487804878,-0.0906579999999999
-0.340336930307709,-4.122,-0.78530487804878,-0.17643
-0.347212423849279,-4.122,-0.786951219512195,-0.0906579999999999
-0.352942001800587,-4.10199999999999,-0.786951219512195,-0.0906579999999999
-0.357525664161633,-4.10199999999999,-0.786951219512195,-0.0906579999999999
-0.36210932652268,-4.10199999999999,-0.786951219512195,-0.2577
-0.364401157703203,-4.104,-0.786951219512195,-0.17643
-0.364401157703203,-4.104,-0.786951219512195,-0.17643
-0.364401157703203,-4.104,-0.791890243902439,-0.17643
-0.364401157703203,-4.267,-0.81,-0.17643
-0.364401157703203,-4.267,-0.836341463414634,-0.2577
-0.364401157703203,-4.267,-0.862682926829268,-0.17643
-0.36210932652268,-4.08199999999999,-0.887378048780488,-0.2577
-0.357525664161633,-4.08199999999999,-0.897256097560975,-0.17643
-0.352942001800587,-4.08199999999999,-0.880792682926829,1.2435
-0.342628761488232,-4.20899999999999,-0.842926829268293,1.364975
-0.326585943224569,-4.20899999999999,-0.793536585365853,1.364975
-0.310543124960906,-4.20899999999999,-0.740853658536585,1.364975
-0.293354391106981,-4.16199999999999,-0.691463414634146,-0.17643
-0.275019741662795,-4.16199999999999,-0.65359756097561,-0.17643
-0.256685092218609,-4.16199999999999,-0.625609756097561,-0.17643
-0.234912696003637,-3.64,-0.602560975609756,-0.17643
-0.209702553017881,-3.64,-0.587743902439024,-0.17643
-0.184492410032125,-3.64,-0.581158536585366,-0.2577
-0.162720013817154,-3.818,-0.581158536585366,-0.17643
-0.144385364372967,-3.818,-0.58280487804878,-0.17643
-0.126050714928781,-3.818,-0.566341463414634,-0.17643
-0.0951109939917164,-3.755,-0.513658536585366,2.899687
-0.0515662015617739,-3.755,-0.416524390243902,2.899687
-0.0080214091318313,-3.755,-0.268353658536585,2.899687
0.052712117152036,-3.53399999999999,-0.0790243902439022,2.899687
0.130634377289828,-3.53399999999999,0.121829268292683,2.899687
0.210848468608143,-2.762,0.297987804878049,4.425564
0.293354391106982,-2.762,0.423109756097561,4.22537
0.37586031360582,-2.762,0.487317073170732,2.738518
0.449198911382566,-2.48299999999999,0.488963414634147,2.738518
0.513370184437218,-2.48299999999999,0.442865853658537,1.364975
0.57754145749187,-2.48299999999999,0.363841463414634,3.069704
0.644004561727046,-3.11499999999999,0.27,4.425564
0.712759497142744,-3.11499999999999,0.195914634146342,2.899687
0.781514432558443,-3.11499999999999,0.154756097560976,2.899687
0.851415283564404,-3.11799999999999,0.13829268292683,4.425564
0.922462050160626,-3.11799999999999,0.144878048780488,2.899687
0.993508816756848,-3.11799999999999,0.166280487804878,2.899687
1.06340966776281,-3.19799999999999,0.189329268292683,2.899687
1.13216460317851,-3.19799999999999,0.210731707317073,2.899687
1.20091953859421,-3.19799999999999,0.237073170731708,2.738518
1.278841798732,-2.54299999999999,0.284817073170732,2.738518
1.36593138359188,-2.54299999999999,0.367134146341464,2.738518
1.45302096845177,-2.54299999999999,0.482378048780488,2.738518
1.53208914417982,-2.182,0.612439024390244,4.22537
1.60313591077604,-2.182,0.744146341463415,4.22537
1.67418267737227,-2.182,0.880792682926829,4.22537
1.74408352837823,-2.429,1.0355487804878,4.22537
1.81283846379393,-2.429,1.21335365853659,4.425564
1.88159339920962,-2.429,1.41091463414634,4.22537
1.96753706847925,-1.91799999999999,1.63481707317073,5.702139
2.0706694716028,-1.91799999999999,1.89493902439024,6.191834
2.17380187472634,-1.91799999999999,2.18963414634146,6.191834
2.30329033642591,-1.31699999999999,2.51067073170732,7.733053
